,draw_size,winner_id,winner_seed,winner_name,winner_hand,winner_ht,winner_age,loser_id,loser_seed,loser_name,loser_hand,loser_ht,loser_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,surface_cat,fav_win
703,128,111577,0,Jared Donaldson,R,188.0,21.4,104571,0,Marcos Baghdatis,R,183.0,32.7,3,128,102.0,2.0,6.0,84.0,41.0,33.0,20.0,10.0,8.0,8.0,3.0,4.0,64.0,32.0,22.0,17.0,9.0,3.0,5.0,49.0,1038.0,82.0,670.0,2018,2,True
704,128,105311,0,Joao Sousa,R,185.0,28.9,105992,0,Ryan Harrison,R,183.0,25.8,3,128,107.0,4.0,0.0,79.0,41.0,32.0,26.0,12.0,4.0,5.0,9.0,5.0,86.0,51.0,38.0,20.0,12.0,4.0,5.0,80.0,680.0,53.0,945.0,2018,2,False
705,128,109739,0,Maximilian Marterer,L,191.0,22.7,105916,0,Marton Fucsovics,R,188.0,26.1,3,128,74.0,2.0,0.0,53.0,38.0,29.0,6.0,10.0,0.0,2.0,5.0,3.0,58.0,28.0,19.0,15.0,10.0,5.0,9.0,73.0,742.0,60.0,871.0,2018,2,False
706,128,104871,0,Jeremy Chardy,R,188.0,31.0,104297,0,Rogerio Dutra Silva,R,178.0,34.1,3,128,87.0,10.0,4.0,66.0,41.0,33.0,16.0,11.0,6.0,7.0,2.0,3.0,67.0,42.0,30.0,12.0,10.0,5.0,7.0,90.0,640.0,115.0,496.0,2018,2,True
707,128,144707,0,Mikael Ymer,R,183.0,19.5,105526,0,Jan Lennard Struff,R,193.0,27.8,3,128,113.0,3.0,4.0,83.0,54.0,37.0,17.0,14.0,2.0,5.0,6.0,4.0,84.0,39.0,29.0,19.0,14.0,2.0,7.0,407.0,92.0,56.0,915.0,2018,2,False
708,128,111797,0,Nicolas Jarry,R,198.0,22.4,111815,0,Cameron Norrie,L,188.0,22.5,3,128,82.0,8.0,3.0,68.0,45.0,35.0,13.0,10.0,2.0,2.0,3.0,7.0,69.0,34.0,26.0,14.0,10.0,2.0,4.0,65.0,830.0,105.0,555.0,2018,2,True
709,128,105332,0,Benoit Paire,R,196.0,28.8,104999,0,Mischa Zverev,L,190.0,30.5,3,128,84.0,8.0,6.0,69.0,30.0,21.0,22.0,11.0,3.0,5.0,7.0,5.0,81.0,45.0,30.0,16.0,11.0,8.0,12.0,47.0,1075.0,55.0,932.0,2018,2,True
710,128,106281,0,Liam Broady,L,183.0,24.2,106216,0,Bjorn Fratangelo,R,183.0,24.6,3,128,98.0,2.0,4.0,82.0,45.0,33.0,17.0,10.0,2.0,4.0,1.0,3.0,65.0,33.0,23.0,17.0,11.0,2.0,6.0,169.0,326.0,109.0,523.0,2018,2,False
711,128,105357,0,John Millman,R,183.0,28.7,105376,0,Peter Gojowczyk,R,185.0,28.6,3,128,98.0,0.0,4.0,90.0,66.0,44.0,12.0,14.0,3.0,6.0,5.0,4.0,86.0,44.0,32.0,22.0,14.0,5.0,8.0,96.0,613.0,50.0,985.0,2018,2,False
712,128,104898,0,Robin Haase,R,190.0,30.9,105216,0,Yuichi Sugita,R,173.0,29.4,3,128,112.0,8.0,6.0,89.0,46.0,39.0,19.0,13.0,8.0,10.0,1.0,7.0,90.0,54.0,36.0,14.0,13.0,7.0,11.0,44.0,1120.0,43.0,1160.0,2018,2,False
713,128,106026,0,Yuki Bhambri,R,183.0,25.7,105806,0,Mirza Basic,R,188.0,26.6,3,128,93.0,2.0,2.0,66.0,45.0,26.0,15.0,10.0,5.0,7.0,0.0,4.0,79.0,45.0,25.0,17.0,11.0,8.0,13.0,107.0,545.0,75.0,702.0,2018,2,False
714,128,104919,0,Leonardo Mayer,R,188.0,30.8,105385,0,Donald Young,L,183.0,28.6,3,128,123.0,6.0,3.0,92.0,64.0,43.0,13.0,14.0,7.0,10.0,2.0,7.0,90.0,52.0,33.0,18.0,13.0,4.0,8.0,45.0,1080.0,110.0,506.0,2018,2,True
715,128,133430,0,Denis Shapovalov,L,185.0,18.9,104678,0,Viktor Troicki,R,193.0,32.1,3,128,146.0,7.0,9.0,124.0,73.0,52.0,27.0,17.0,11.0,14.0,2.0,3.0,93.0,51.0,36.0,23.0,16.0,3.0,7.0,46.0,1076.0,68.0,790.0,2018,2,True
716,128,105430,0,Radu Albot,R,175.0,28.3,105575,0,Ricardas Berankis,R,175.0,27.7,3,128,133.0,5.0,3.0,96.0,61.0,43.0,19.0,15.0,4.0,8.0,2.0,1.0,112.0,75.0,48.0,15.0,14.0,10.0,15.0,93.0,627.0,103.0,574.0,2018,2,True
717,128,200095,0,Nicola Kuhn,R,185.0,17.9,105985,0,Darian King,R,188.0,25.8,3,128,102.0,3.0,3.0,80.0,41.0,30.0,21.0,11.0,6.0,7.0,2.0,3.0,76.0,47.0,31.0,14.0,11.0,6.0,8.0,211.0,261.0,172.0,321.0,2018,2,False
718,128,105583,0,Dusan Lajovic,R,180.0,27.7,104547,0,Horacio Zeballos,L,188.0,32.8,3,128,130.0,5.0,1.0,85.0,51.0,36.0,21.0,15.0,0.0,3.0,7.0,3.0,104.0,66.0,48.0,16.0,16.0,3.0,6.0,108.0,540.0,66.0,813.0,2018,2,False
719,128,105539,0,Evgeny Donskoy,R,185.0,27.8,105379,0,Aljaz Bedene,R,181.0,28.6,3,128,92.0,1.0,2.0,77.0,48.0,35.0,18.0,11.0,2.0,2.0,9.0,2.0,58.0,31.0,26.0,15.0,11.0,2.0,4.0,88.0,641.0,48.0,1043.0,2018,2,False
720,128,106421,0,Daniil Medvedev,R,198.0,22.0,126774,0,Stefanos Tsitsipas,R,193.0,19.6,3,128,112.0,6.0,5.0,77.0,39.0,26.0,21.0,13.0,4.0,7.0,6.0,2.0,80.0,47.0,35.0,13.0,13.0,8.0,12.0,52.0,959.0,70.0,769.0,2018,2,True
721,128,105932,0,Nikoloz Basilashvili,R,185.0,26.0,105341,0,Thomas Fabbiano,R,173.0,28.8,3,128,105.0,2.0,6.0,78.0,43.0,35.0,15.0,14.0,2.0,6.0,1.0,1.0,94.0,64.0,40.0,14.0,13.0,6.0,10.0,89.0,640.0,86.0,656.0,2018,2,False
722,128,105657,0,Marius Copil,R,193.0,27.4,105062,0,Mikhail Kukushkin,R,183.0,30.2,3,128,92.0,11.0,2.0,59.0,40.0,34.0,12.0,11.0,4.0,5.0,2.0,3.0,80.0,50.0,37.0,13.0,11.0,3.0,5.0,84.0,661.0,83.0,665.0,2018,2,False
723,128,126207,0,Frances Tiafoe,R,188.0,20.1,106044,0,Nicolas Kicker,R,178.0,25.5,3,128,96.0,5.0,1.0,74.0,45.0,34.0,19.0,11.0,2.0,3.0,4.0,2.0,63.0,45.0,32.0,8.0,10.0,6.0,8.0,63.0,844.0,87.0,648.0,2018,2,True
724,128,106415,0,Yoshihito Nishioka,L,170.0,22.4,200282,0,Alex De Minaur,R,183.0,19.0,3,128,76.0,0.0,2.0,53.0,31.0,20.0,15.0,9.0,2.0,4.0,2.0,3.0,56.0,35.0,17.0,10.0,9.0,2.0,7.0,374.0,109.0,130.0,428.0,2018,2,False
725,128,104797,0,Denis Istomin,R,188.0,31.5,200175,0,Miomir Kecmanovic,R,183.0,18.5,3,128,97.0,5.0,1.0,57.0,31.0,27.0,10.0,11.0,1.0,3.0,1.0,2.0,92.0,52.0,34.0,19.0,11.0,7.0,11.0,85.0,658.0,179.0,317.0,2018,2,True
726,128,105449,0,Steve Johnson,R,188.0,28.2,103607,0,Victor Estrella,R,173.0,37.6,3,128,80.0,6.0,3.0,55.0,30.0,24.0,14.0,9.0,3.0,4.0,4.0,6.0,65.0,39.0,24.0,12.0,9.0,6.0,10.0,54.0,940.0,152.0,367.0,2018,2,True
727,128,104198,0,Guillermo Garcia Lopez,R,188.0,34.7,105815,0,Tennys Sandgren,R,188.0,26.6,3,128,122.0,3.0,11.0,94.0,48.0,40.0,22.0,12.0,3.0,4.0,10.0,0.0,81.0,53.0,42.0,14.0,12.0,2.0,3.0,69.0,779.0,58.0,903.0,2018,2,False
728,128,106423,0,Thanasi Kokkinakis,R,196.0,21.9,123921,0,Calvin Hemery,R,188.0,23.1,3,128,65.0,2.0,4.0,55.0,30.0,26.0,12.0,8.0,3.0,3.0,11.0,4.0,45.0,28.0,18.0,5.0,7.0,1.0,5.0,175.0,319.0,150.0,374.0,2018,2,False
729,128,105227,2,Marin Cilic,R,198.0,29.4,105732,0,Pierre Hugues Herbert,R,188.0,27.0,3,64,92.0,6.0,3.0,57.0,34.0,29.0,10.0,10.0,2.0,3.0,6.0,3.0,83.0,57.0,32.0,14.0,11.0,10.0,14.0,3.0,4905.0,81.0,675.0,2018,2,True
730,128,105577,0,Vasek Pospisil,R,193.0,27.7,126094,27,Andrey Rublev,R,188.0,20.4,3,64,108.0,4.0,6.0,83.0,45.0,31.0,22.0,11.0,7.0,9.0,1.0,6.0,79.0,50.0,31.0,17.0,11.0,6.0,9.0,77.0,687.0,34.0,1393.0,2018,2,False
731,128,104022,0,Mikhail Youzhny,R,183.0,35.7,104180,23,Gilles Muller,L,193.0,34.8,3,64,114.0,2.0,4.0,85.0,54.0,37.0,17.0,14.0,5.0,8.0,15.0,5.0,87.0,49.0,42.0,10.0,14.0,7.0,12.0,102.0,589.0,28.0,1500.0,2018,2,False
732,128,104545,14,John Isner,R,206.0,32.8,106210,0,Jiri Vesely,L,198.0,24.6,3,64,125.0,14.0,3.0,86.0,57.0,44.0,13.0,14.0,2.0,4.0,7.0,5.0,88.0,58.0,42.0,17.0,14.0,2.0,3.0,17.0,2170.0,64.0,835.0,2018,2,True
733,128,111581,0,Michael Mmoh,R,188.0,20.1,105138,12,Roberto Bautista Agut,R,183.0,29.9,3,64,164.0,4.0,7.0,122.0,80.0,48.0,18.0,15.0,12.0,18.0,6.0,2.0,97.0,58.0,41.0,18.0,15.0,4.0,9.0,176.0,319.0,15.0,2255.0,2018,2,False
734,128,111202,19,Hyeon Chung,R,188.0,21.8,105051,0,Matthew Ebden,R,188.0,30.3,3,64,83.0,5.0,1.0,57.0,32.0,25.0,18.0,10.0,4.0,4.0,5.0,5.0,67.0,39.0,28.0,12.0,11.0,3.0,6.0,23.0,1727.0,76.0,690.0,2018,2,True
735,128,111577,0,Jared Donaldson,R,188.0,21.4,103852,25,Feliciano Lopez,L,188.0,36.4,3,64,67.0,6.0,5.0,52.0,31.0,24.0,14.0,9.0,0.0,0.0,11.0,7.0,50.0,27.0,23.0,8.0,9.0,2.0,5.0,49.0,1038.0,32.0,1420.0,2018,2,False
736,128,105311,0,Joao Sousa,R,185.0,28.9,105676,7,David Goffin,R,180.0,27.2,3,64,61.0,2.0,1.0,48.0,23.0,21.0,10.0,7.0,4.0,5.0,2.0,3.0,50.0,19.0,9.0,8.0,6.0,7.0,13.0,80.0,680.0,9.0,3190.0,2018,2,False
737,128,105777,3,Grigor Dimitrov,R,188.0,26.8,109739,0,Maximilian Marterer,L,191.0,22.7,3,64,99.0,4.0,4.0,81.0,39.0,33.0,25.0,13.0,5.0,6.0,1.0,2.0,66.0,35.0,25.0,15.0,12.0,1.0,5.0,4.0,4600.0,73.0,742.0,2018,2,True
738,128,104871,0,Jeremy Chardy,R,188.0,31.0,104755,30,Richard Gasquet,R,185.0,31.7,3,64,83.0,9.0,3.0,50.0,33.0,27.0,5.0,10.0,1.0,4.0,3.0,5.0,71.0,38.0,21.0,11.0,9.0,9.0,15.0,90.0,640.0,37.0,1305.0,2018,2,False
739,128,105683,20,Milos Raonic,R,196.0,27.2,144707,0,Mikael Ymer,R,183.0,19.5,3,64,66.0,16.0,2.0,52.0,36.0,28.0,11.0,9.0,2.0,2.0,4.0,5.0,57.0,32.0,22.0,11.0,9.0,1.0,4.0,25.0,1630.0,407.0,92.0,2018,2,True
740,128,106043,13,Diego Schwartzman,R,170.0,25.5,111797,0,Nicolas Jarry,R,198.0,22.4,3,64,77.0,3.0,5.0,63.0,31.0,22.0,19.0,8.0,6.0,7.0,4.0,3.0,64.0,40.0,20.0,10.0,8.0,8.0,13.0,16.0,2220.0,65.0,830.0,2018,2,True
741,128,105332,0,Benoit Paire,R,196.0,28.8,104925,9,Novak Djokovic,R,188.0,30.8,3,64,67.0,9.0,2.0,48.0,32.0,24.0,10.0,9.0,0.0,1.0,2.0,3.0,55.0,34.0,18.0,13.0,10.0,4.0,8.0,47.0,1075.0,12.0,2300.0,2018,2,False
742,128,105936,22,Filip Krajinovic,R,185.0,26.0,106281,0,Liam Broady,L,183.0,24.2,3,64,69.0,1.0,1.0,50.0,30.0,14.0,16.0,8.0,3.0,5.0,3.0,3.0,57.0,35.0,17.0,7.0,9.0,1.0,7.0,27.0,1539.0,169.0,326.0,2018,2,True
743,128,105453,26,Kei Nishikori,R,178.0,28.2,105357,0,John Millman,R,183.0,28.7,3,64,171.0,3.0,8.0,117.0,63.0,41.0,32.0,16.0,9.0,12.0,9.0,5.0,119.0,73.0,48.0,23.0,15.0,8.0,11.0,33.0,1415.0,96.0,613.0,2018,2,True
744,128,105223,5,Juan Martin del Potro,R,198.0,29.4,104898,0,Robin Haase,R,190.0,30.9,3,64,129.0,5.0,1.0,84.0,52.0,41.0,17.0,15.0,3.0,5.0,3.0,6.0,104.0,53.0,36.0,26.0,15.0,2.0,6.0,6.0,4155.0,44.0,1120.0,2018,2,True
745,128,106058,8,Jack Sock,R,185.0,25.4,106026,0,Yuki Bhambri,R,183.0,25.7,3,64,93.0,4.0,5.0,66.0,35.0,21.0,21.0,11.0,3.0,6.0,2.0,3.0,71.0,43.0,24.0,13.0,10.0,4.0,8.0,11.0,2335.0,107.0,545.0,2018,2,True
746,128,106432,29,Borna Coric,R,188.0,21.3,104919,0,Leonardo Mayer,R,188.0,30.8,3,64,176.0,5.0,4.0,112.0,70.0,56.0,20.0,16.0,8.0,9.0,10.0,8.0,107.0,54.0,42.0,25.0,15.0,4.0,7.0,36.0,1366.0,45.0,1080.0,2018,2,True
747,128,133430,0,Denis Shapovalov,L,185.0,18.9,106000,24,Damir Dzumhur,R,172.0,25.8,3,64,72.0,8.0,5.0,60.0,37.0,30.0,11.0,10.0,3.0,5.0,1.0,5.0,59.0,36.0,21.0,7.0,9.0,4.0,9.0,46.0,1076.0,30.0,1430.0,2018,2,False
748,128,105023,11,Sam Querrey,R,198.0,30.4,105430,0,Radu Albot,R,175.0,28.3,3,64,69.0,8.0,1.0,63.0,29.0,23.0,22.0,10.0,2.0,3.0,0.0,3.0,52.0,42.0,26.0,6.0,9.0,0.0,3.0,14.0,2265.0,93.0,627.0,2018,2,True
749,128,104926,15,Fabio Fognini,R,178.0,30.8,200095,0,Nicola Kuhn,R,185.0,17.9,3,64,67.0,3.0,2.0,50.0,35.0,22.0,11.0,9.0,3.0,5.0,0.0,2.0,48.0,20.0,9.0,14.0,9.0,2.0,7.0,18.0,2155.0,211.0,261.0,2018,2,True
750,128,106401,17,Nick Kyrgios,R,193.0,22.8,105583,0,Dusan Lajovic,R,180.0,27.7,3,64,49.0,7.0,0.0,37.0,25.0,22.0,10.0,8.0,0.0,0.0,3.0,2.0,51.0,30.0,21.0,7.0,9.0,1.0,5.0,20.0,1945.0,108.0,540.0,2018,2,True
751,128,103970,28,David Ferrer,R,175.0,35.9,105539,0,Evgeny Donskoy,R,185.0,27.8,3,64,73.0,0.0,0.0,64.0,37.0,28.0,13.0,8.0,5.0,5.0,0.0,1.0,42.0,23.0,10.0,10.0,8.0,2.0,6.0,35.0,1370.0,88.0,641.0,2018,2,True
752,128,100644,4,Alexander Zverev,R,198.0,20.9,106421,0,Daniil Medvedev,R,198.0,22.0,3,64,133.0,7.0,5.0,101.0,66.0,47.0,16.0,14.0,8.0,11.0,8.0,5.0,104.0,65.0,44.0,22.0,15.0,6.0,8.0,5.0,4505.0,52.0,959.0,2018,2,True
753,128,104731,6,Kevin Anderson,R,203.0,31.8,105932,0,Nikoloz Basilashvili,R,185.0,26.0,3,64,88.0,16.0,1.0,57.0,34.0,30.0,12.0,10.0,3.0,4.0,5.0,7.0,79.0,41.0,28.0,16.0,9.0,7.0,10.0,8.0,3235.0,89.0,640.0,2018,2,True
754,128,111575,32,Karen Khachanov,R,198.0,21.8,105657,0,Marius Copil,R,193.0,27.4,3,64,75.0,1.0,1.0,58.0,37.0,30.0,14.0,11.0,1.0,2.0,6.0,4.0,63.0,35.0,26.0,13.0,10.0,6.0,9.0,41.0,1220.0,84.0,661.0,2018,2,True
755,128,126207,0,Frances Tiafoe,R,188.0,20.1,106378,21,Kyle Edmund,R,188.0,23.1,3,64,146.0,15.0,4.0,114.0,81.0,63.0,16.0,17.0,8.0,10.0,7.0,4.0,113.0,75.0,61.0,16.0,17.0,3.0,4.0,63.0,844.0,26.0,1627.0,2018,2,False
756,128,104607,10,Tomas Berdych,R,196.0,32.5,106415,0,Yoshihito Nishioka,L,170.0,22.4,3,64,77.0,4.0,2.0,48.0,28.0,25.0,11.0,9.0,0.0,0.0,0.0,6.0,82.0,44.0,30.0,13.0,8.0,8.0,11.0,13.0,2275.0,374.0,109.0,2018,2,True
757,128,105807,16,Pablo Carreno Busta,R,188.0,26.6,104797,0,Denis Istomin,R,188.0,31.5,3,64,45.0,2.0,1.0,30.0,22.0,16.0,6.0,6.0,0.0,1.0,0.0,0.0,40.0,23.0,6.0,5.0,7.0,2.0,9.0,19.0,2045.0,85.0,658.0,2018,2,True
758,128,105449,0,Steve Johnson,R,188.0,28.2,105173,18,Adrian Mannarino,L,183.0,29.7,3,64,71.0,7.0,1.0,55.0,33.0,26.0,13.0,9.0,2.0,2.0,1.0,0.0,53.0,36.0,23.0,7.0,9.0,2.0,5.0,54.0,940.0,22.0,1735.0,2018,2,False
759,128,104269,31,Fernando Verdasco,L,188.0,34.3,104198,0,Guillermo Garcia Lopez,R,188.0,34.7,3,64,107.0,5.0,2.0,64.0,40.0,28.0,13.0,12.0,1.0,4.0,2.0,8.0,83.0,46.0,28.0,11.0,12.0,5.0,12.0,39.0,1260.0,69.0,779.0,2018,2,True
760,128,106423,0,Thanasi Kokkinakis,R,196.0,21.9,103819,1,Roger Federer,R,185.0,36.6,3,64,141.0,7.0,7.0,110.0,57.0,44.0,29.0,15.0,4.0,5.0,9.0,3.0,84.0,55.0,45.0,16.0,15.0,2.0,3.0,175.0,319.0,1.0,9660.0,2018,2,False
761,128,105227,2,Marin Cilic,R,198.0,29.4,105577,0,Vasek Pospisil,R,193.0,27.7,3,32,114.0,6.0,3.0,74.0,41.0,35.0,20.0,12.0,3.0,3.0,5.0,6.0,95.0,54.0,40.0,21.0,12.0,9.0,10.0,3.0,4905.0,77.0,687.0,2018,2,True
762,128,104545,14,John Isner,R,206.0,32.8,104022,0,Mikhail Youzhny,R,183.0,35.7,3,32,80.0,9.0,2.0,59.0,36.0,30.0,11.0,10.0,2.0,3.0,0.0,6.0,59.0,38.0,25.0,10.0,9.0,6.0,9.0,17.0,2170.0,102.0,589.0,2018,2,True
763,128,111202,19,Hyeon Chung,R,188.0,21.8,111581,0,Michael Mmoh,R,188.0,20.1,3,32,62.0,3.0,6.0,47.0,25.0,21.0,11.0,7.0,2.0,2.0,3.0,5.0,40.0,21.0,11.0,5.0,7.0,1.0,6.0,23.0,1727.0,176.0,319.0,2018,2,True
764,128,105311,0,Joao Sousa,R,185.0,28.9,111577,0,Jared Donaldson,R,188.0,21.4,3,32,114.0,6.0,8.0,77.0,44.0,32.0,16.0,13.0,2.0,5.0,4.0,3.0,90.0,41.0,26.0,29.0,13.0,6.0,9.0,80.0,680.0,49.0,1038.0,2018,2,False
765,128,104871,0,Jeremy Chardy,R,188.0,31.0,105777,3,Grigor Dimitrov,R,188.0,26.8,3,32,84.0,5.0,5.0,57.0,32.0,28.0,14.0,10.0,1.0,1.0,3.0,1.0,69.0,47.0,29.0,14.0,10.0,5.0,7.0,90.0,640.0,4.0,4600.0,2018,2,False
766,128,105683,20,Milos Raonic,R,196.0,27.2,106043,13,Diego Schwartzman,R,170.0,25.5,3,32,91.0,10.0,2.0,62.0,35.0,29.0,16.0,10.0,3.0,3.0,0.0,1.0,67.0,48.0,35.0,10.0,11.0,4.0,6.0,25.0,1630.0,16.0,2220.0,2018,2,False
767,128,105936,22,Filip Krajinovic,R,185.0,26.0,105332,0,Benoit Paire,R,196.0,28.8,3,32,70.0,2.0,1.0,52.0,38.0,28.0,8.0,9.0,1.0,2.0,9.0,5.0,68.0,33.0,23.0,13.0,9.0,6.0,10.0,27.0,1539.0,47.0,1075.0,2018,2,True
768,128,105223,5,Juan Martin del Potro,R,198.0,29.4,105453,26,Kei Nishikori,R,178.0,28.2,3,32,72.0,6.0,1.0,43.0,30.0,23.0,10.0,8.0,1.0,1.0,2.0,1.0,58.0,36.0,20.0,10.0,8.0,9.0,13.0,6.0,4155.0,33.0,1415.0,2018,2,True
769,128,106432,29,Borna Coric,R,188.0,21.3,106058,8,Jack Sock,R,185.0,25.4,3,32,169.0,3.0,6.0,94.0,52.0,41.0,22.0,16.0,5.0,9.0,2.0,7.0,122.0,81.0,51.0,19.0,17.0,13.0,18.0,36.0,1366.0,11.0,2335.0,2018,2,False
770,128,133430,0,Denis Shapovalov,L,185.0,18.9,105023,11,Sam Querrey,R,198.0,30.4,3,32,143.0,4.0,12.0,119.0,51.0,37.0,32.0,15.0,9.0,12.0,4.0,5.0,97.0,40.0,34.0,26.0,16.0,2.0,6.0,46.0,1076.0,14.0,2265.0,2018,2,False
771,128,106401,17,Nick Kyrgios,R,193.0,22.8,104926,15,Fabio Fognini,R,178.0,30.8,3,32,66.0,9.0,5.0,55.0,29.0,22.0,16.0,9.0,0.0,0.0,2.0,5.0,48.0,21.0,18.0,12.0,9.0,2.0,5.0,20.0,1945.0,18.0,2155.0,2018,2,False
772,128,100644,4,Alexander Zverev,R,198.0,20.9,103970,28,David Ferrer,R,175.0,35.9,3,32,110.0,6.0,2.0,66.0,42.0,32.0,10.0,13.0,2.0,6.0,1.0,7.0,79.0,38.0,26.0,18.0,13.0,3.0,8.0,5.0,4505.0,35.0,1370.0,2018,2,True
773,128,104731,6,Kevin Anderson,R,203.0,31.8,111575,32,Karen Khachanov,R,198.0,21.8,3,32,114.0,8.0,1.0,72.0,40.0,33.0,22.0,14.0,1.0,2.0,7.0,2.0,83.0,46.0,36.0,16.0,13.0,1.0,4.0,8.0,3235.0,41.0,1220.0,2018,2,True
774,128,126207,0,Frances Tiafoe,R,188.0,20.1,104607,10,Tomas Berdych,R,196.0,32.5,3,32,171.0,7.0,6.0,114.0,60.0,42.0,30.0,16.0,5.0,7.0,9.0,2.0,106.0,56.0,40.0,27.0,16.0,6.0,10.0,63.0,844.0,13.0,2275.0,2018,2,False
775,128,105807,16,Pablo Carreno Busta,R,188.0,26.6,105449,0,Steve Johnson,R,188.0,28.2,3,32,77.0,4.0,2.0,56.0,37.0,29.0,12.0,10.0,3.0,4.0,2.0,4.0,60.0,27.0,19.0,17.0,10.0,2.0,5.0,19.0,2045.0,54.0,940.0,2018,2,True
776,128,104269,31,Fernando Verdasco,L,188.0,34.3,106423,0,Thanasi Kokkinakis,R,196.0,21.9,3,32,174.0,13.0,8.0,112.0,65.0,52.0,21.0,16.0,3.0,6.0,9.0,0.0,110.0,65.0,49.0,20.0,15.0,6.0,8.0,39.0,1260.0,175.0,319.0,2018,2,True
777,128,104545,14,John Isner,R,206.0,32.8,105227,2,Marin Cilic,R,198.0,29.4,3,16,87.0,12.0,0.0,66.0,48.0,41.0,9.0,11.0,0.0,0.0,3.0,0.0,60.0,35.0,23.0,18.0,10.0,1.0,2.0,17.0,2170.0,3.0,4905.0,2018,2,False
778,128,111202,19,Hyeon Chung,R,188.0,21.8,105311,0,Joao Sousa,R,185.0,28.9,3,16,68.0,0.0,1.0,47.0,29.0,24.0,13.0,9.0,1.0,1.0,3.0,1.0,54.0,37.0,26.0,7.0,10.0,2.0,5.0,23.0,1727.0,80.0,680.0,2018,2,True
779,128,105683,20,Milos Raonic,R,196.0,27.2,104871,0,Jeremy Chardy,R,188.0,31.0,3,16,85.0,12.0,3.0,52.0,33.0,28.0,10.0,9.0,0.0,0.0,4.0,1.0,63.0,34.0,24.0,14.0,10.0,5.0,8.0,25.0,1630.0,90.0,640.0,2018,2,True
780,128,105223,5,Juan Martin del Potro,R,198.0,29.4,105936,22,Filip Krajinovic,R,185.0,26.0,3,16,83.0,7.0,1.0,56.0,36.0,28.0,11.0,9.0,3.0,4.0,1.0,2.0,58.0,34.0,22.0,9.0,9.0,3.0,7.0,6.0,4155.0,27.0,1539.0,2018,2,True
781,128,106432,29,Borna Coric,R,188.0,21.3,133430,0,Denis Shapovalov,L,185.0,18.9,3,16,136.0,1.0,3.0,83.0,59.0,47.0,14.0,16.0,4.0,7.0,6.0,6.0,96.0,49.0,34.0,31.0,16.0,7.0,10.0,36.0,1366.0,46.0,1076.0,2018,2,True
782,128,100644,4,Alexander Zverev,R,198.0,20.9,106401,17,Nick Kyrgios,R,193.0,22.8,3,16,71.0,5.0,3.0,51.0,40.0,32.0,7.0,10.0,2.0,3.0,11.0,1.0,65.0,40.0,24.0,13.0,10.0,1.0,4.0,5.0,4505.0,20.0,1945.0,2018,2,True
783,128,104731,6,Kevin Anderson,R,203.0,31.8,126207,0,Frances Tiafoe,R,188.0,20.1,3,16,100.0,9.0,4.0,79.0,42.0,33.0,17.0,11.0,7.0,9.0,4.0,1.0,62.0,40.0,27.0,12.0,11.0,3.0,6.0,8.0,3235.0,63.0,844.0,2018,2,True
784,128,105807,16,Pablo Carreno Busta,R,188.0,26.6,104269,31,Fernando Verdasco,L,188.0,34.3,3,16,84.0,2.0,2.0,62.0,39.0,24.0,13.0,8.0,6.0,7.0,2.0,4.0,58.0,28.0,15.0,11.0,7.0,7.0,12.0,19.0,2045.0,39.0,1260.0,2018,2,True
785,128,104545,14,John Isner,R,206.0,32.8,111202,19,Hyeon Chung,R,188.0,21.8,3,8,68.0,13.0,0.0,45.0,32.0,31.0,6.0,9.0,1.0,1.0,3.0,4.0,60.0,38.0,25.0,9.0,8.0,4.0,7.0,17.0,2170.0,23.0,1727.0,2018,2,True
786,128,105223,5,Juan Martin del Potro,R,198.0,29.4,105683,20,Milos Raonic,R,196.0,27.2,3,8,172.0,6.0,3.0,109.0,78.0,59.0,16.0,18.0,3.0,6.0,18.0,5.0,106.0,71.0,52.0,19.0,18.0,1.0,3.0,6.0,4155.0,25.0,1630.0,2018,2,True
787,128,100644,4,Alexander Zverev,R,198.0,20.9,106432,29,Borna Coric,R,188.0,21.3,3,8,84.0,8.0,0.0,53.0,36.0,30.0,11.0,10.0,2.0,2.0,2.0,0.0,66.0,46.0,27.0,15.0,10.0,6.0,8.0,5.0,4505.0,36.0,1366.0,2018,2,True
788,128,105807,16,Pablo Carreno Busta,R,188.0,26.6,104731,6,Kevin Anderson,R,203.0,31.8,3,8,162.0,6.0,4.0,105.0,71.0,50.0,18.0,17.0,1.0,4.0,14.0,4.0,106.0,67.0,47.0,21.0,17.0,7.0,10.0,19.0,2045.0,8.0,3235.0,2018,2,False
789,128,104545,14,John Isner,R,206.0,32.8,105223,5,Juan Martin del Potro,R,198.0,29.4,3,4,83.0,13.0,1.0,55.0,35.0,29.0,15.0,10.0,0.0,0.0,4.0,3.0,61.0,30.0,21.0,17.0,9.0,1.0,3.0,17.0,2170.0,6.0,4155.0,2018,2,False
