,draw_size,winner_id,winner_seed,winner_name,winner_hand,winner_ht,winner_age,loser_id,loser_seed,loser_name,loser_hand,loser_ht,loser_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,surface_cat,fav_win
5719,64,105683,0,Milos Raonic,R,196.0,29.6,105936,0,Filip Krajinovic,R,185.0,28.4,3,8,162.0,24.0,4.0,107.0,65.0,52.0,21.0,17.0,4.0,6.0,5.0,2.0,103.0,66.0,48.0,21.0,17.0,7.0,9.0,30.0,1350.0,32.0,1343.0,2020,2,True
5720,64,104925,1,Novak Djokovic,R,188.0,33.2,105815,0,Tennys Sandgren,R,188.0,29.0,3,16,88.0,2.0,4.0,55.0,31.0,26.0,15.0,9.0,4.0,4.0,7.0,3.0,73.0,42.0,32.0,10.0,9.0,6.0,9.0,1.0,10220.0,55.0,923.0,2020,2,True
5721,64,105526,0,Jan Lennard Struff,R,193.0,30.3,105676,7,David Goffin,R,180.0,29.7,3,16,129.0,12.0,2.0,84.0,45.0,34.0,16.0,14.0,4.0,8.0,6.0,6.0,107.0,70.0,45.0,15.0,15.0,8.0,13.0,34.0,1315.0,10.0,2555.0,2020,2,False
5722,64,106421,3,Daniil Medvedev,R,198.0,24.5,105379,0,Aljaz Bedene,R,181.0,31.1,3,16,68.0,6.0,0.0,46.0,27.0,24.0,13.0,9.0,0.0,0.0,6.0,1.0,49.0,35.0,25.0,3.0,9.0,1.0,4.0,5.0,5890.0,61.0,850.0,2020,2,True
5723,64,105138,8,Roberto Bautista Agut,R,183.0,32.3,111575,11,Karen Khachanov,R,198.0,24.2,3,16,126.0,3.0,7.0,87.0,56.0,49.0,9.0,14.0,2.0,3.0,10.0,3.0,83.0,49.0,33.0,16.0,13.0,5.0,8.0,12.0,2360.0,16.0,2120.0,2020,2,True
5724,64,124187,0,Reilly Opelka,R,211.0,22.9,126610,6,Matteo Berrettini,R,196.0,24.3,3,16,75.0,19.0,1.0,58.0,35.0,33.0,16.0,11.0,0.0,0.0,7.0,3.0,53.0,34.0,28.0,12.0,10.0,0.0,1.0,39.0,1177.0,8.0,2860.0,2020,2,False
5725,64,126774,4,Stefanos Tsitsipas,R,193.0,22.0,104545,16,John Isner,R,206.0,35.3,3,16,102.0,10.0,2.0,78.0,45.0,38.0,23.0,12.0,2.0,2.0,11.0,4.0,80.0,52.0,41.0,17.0,12.0,2.0,2.0,6.0,4745.0,21.0,1760.0,2020,2,True
5726,64,105683,0,Milos Raonic,R,196.0,29.6,104918,0,Andy Murray,R,190.0,33.2,3,16,88.0,10.0,2.0,47.0,25.0,22.0,12.0,8.0,2.0,2.0,5.0,1.0,60.0,32.0,21.0,10.0,8.0,3.0,7.0,30.0,1350.0,134.0,412.0,2020,2,True
5727,64,105936,0,Filip Krajinovic,R,185.0,28.4,105916,0,Marton Fucsovics,R,188.0,28.5,3,16,63.0,5.0,3.0,47.0,27.0,19.0,11.0,8.0,0.0,2.0,0.0,3.0,36.0,19.0,2.0,8.0,7.0,1.0,7.0,32.0,1343.0,84.0,692.0,2020,2,True
5728,64,104925,1,Novak Djokovic,R,188.0,33.2,105575,0,Ricardas Berankis,R,175.0,30.1,3,32,101.0,8.0,7.0,64.0,35.0,25.0,15.0,11.0,2.0,5.0,0.0,4.0,70.0,40.0,25.0,12.0,11.0,3.0,7.0,1.0,10220.0,72.0,739.0,2020,2,True
5729,64,105815,0,Tennys Sandgren,R,188.0,29.0,200000,15,Felix Auger Aliassime,R,193.0,20.0,3,32,170.0,6.0,4.0,106.0,60.0,42.0,29.0,16.0,4.0,6.0,2.0,15.0,116.0,67.0,48.0,23.0,16.0,9.0,13.0,55.0,923.0,20.0,1771.0,2020,2,False
5730,64,105526,0,Jan Lennard Struff,R,193.0,30.3,133430,12,Denis Shapovalov,L,185.0,21.3,3,32,139.0,5.0,3.0,92.0,47.0,38.0,26.0,15.0,4.0,6.0,8.0,4.0,94.0,58.0,44.0,21.0,16.0,3.0,5.0,34.0,1315.0,17.0,2075.0,2020,2,False
5731,64,105676,7,David Goffin,R,180.0,29.7,106432,0,Borna Coric,R,188.0,23.7,3,32,109.0,8.0,5.0,68.0,37.0,27.0,18.0,11.0,2.0,4.0,6.0,2.0,72.0,45.0,25.0,18.0,11.0,4.0,7.0,10.0,2555.0,33.0,1320.0,2020,2,True
5732,64,106421,3,Daniil Medvedev,R,198.0,24.5,106218,0,Marcos Giron,R,180.0,27.0,3,32,89.0,8.0,3.0,56.0,37.0,34.0,8.0,10.0,3.0,3.0,2.0,2.0,76.0,43.0,30.0,16.0,10.0,6.0,8.0,5.0,5890.0,101.0,577.0,2020,2,True
5733,64,105379,0,Aljaz Bedene,R,181.0,31.1,126203,0,Taylor Fritz,R,193.0,22.8,3,32,104.0,11.0,3.0,77.0,43.0,36.0,17.0,12.0,3.0,4.0,10.0,1.0,71.0,45.0,33.0,16.0,12.0,4.0,6.0,61.0,850.0,24.0,1510.0,2020,2,False
5734,64,111575,11,Karen Khachanov,R,198.0,24.2,105807,0,Pablo Carreno Busta,R,188.0,29.1,3,32,83.0,8.0,1.0,55.0,28.0,24.0,18.0,9.0,0.0,0.0,6.0,0.0,68.0,45.0,29.0,12.0,10.0,1.0,4.0,16.0,2120.0,25.0,1500.0,2020,2,True
5735,64,105138,8,Roberto Bautista Agut,R,183.0,32.3,104755,0,Richard Gasquet,R,185.0,34.1,3,32,85.0,8.0,0.0,51.0,33.0,25.0,14.0,10.0,2.0,3.0,2.0,1.0,58.0,33.0,21.0,11.0,9.0,4.0,8.0,12.0,2360.0,50.0,985.0,2020,2,True
5736,64,126610,6,Matteo Berrettini,R,196.0,24.3,200325,0,Emil Ruusuvuori,R,188.0,21.3,3,32,160.0,15.0,3.0,98.0,54.0,45.0,26.0,17.0,3.0,4.0,5.0,7.0,126.0,77.0,56.0,23.0,17.0,12.0,15.0,8.0,2860.0,100.0,584.0,2020,2,True
5737,64,124187,0,Reilly Opelka,R,211.0,22.9,106043,9,Diego Schwartzman,R,170.0,28.0,3,32,102.0,13.0,6.0,77.0,41.0,33.0,16.0,11.0,5.0,7.0,2.0,4.0,66.0,40.0,31.0,11.0,10.0,1.0,4.0,39.0,1177.0,13.0,2265.0,2020,2,False
5738,64,104545,16,John Isner,R,206.0,35.3,105357,0,John Millman,R,183.0,31.1,3,32,167.0,35.0,6.0,117.0,84.0,67.0,18.0,17.0,5.0,6.0,6.0,3.0,102.0,47.0,40.0,38.0,17.0,4.0,4.0,21.0,1760.0,43.0,1071.0,2020,2,True
5739,64,126774,4,Stefanos Tsitsipas,R,193.0,22.0,104731,0,Kevin Anderson,R,203.0,34.2,3,32,68.0,3.0,3.0,52.0,32.0,25.0,11.0,8.0,3.0,3.0,1.0,4.0,49.0,30.0,18.0,7.0,8.0,2.0,6.0,6.0,4745.0,124.0,445.0,2020,2,True
5740,64,104918,0,Andy Murray,R,190.0,33.2,100644,5,Alexander Zverev,R,198.0,23.3,3,32,151.0,2.0,4.0,93.0,49.0,30.0,28.0,15.0,8.0,11.0,10.0,11.0,93.0,49.0,36.0,20.0,15.0,4.0,8.0,134.0,412.0,7.0,3630.0,2020,2,False
5741,64,105683,0,Milos Raonic,R,196.0,29.6,105554,0,Daniel Evans,R,175.0,30.2,3,32,96.0,23.0,5.0,58.0,37.0,33.0,11.0,11.0,0.0,0.0,5.0,3.0,67.0,31.0,22.0,19.0,10.0,2.0,4.0,30.0,1350.0,28.0,1359.0,2020,2,False
5742,64,105916,0,Marton Fucsovics,R,188.0,28.5,105777,14,Grigor Dimitrov,R,188.0,29.2,3,32,144.0,5.0,3.0,87.0,46.0,32.0,18.0,15.0,5.0,10.0,4.0,6.0,98.0,56.0,35.0,17.0,15.0,6.0,13.0,84.0,692.0,19.0,1850.0,2020,2,False
5743,64,105936,0,Filip Krajinovic,R,185.0,28.4,106233,2,Dominic Thiem,R,185.0,26.9,3,32,61.0,5.0,0.0,34.0,22.0,20.0,12.0,8.0,0.0,0.0,1.0,3.0,59.0,33.0,18.0,10.0,7.0,3.0,7.0,32.0,1343.0,3.0,7045.0,2020,2,False
5744,64,105575,0,Ricardas Berankis,R,175.0,30.1,126205,0,Tommy Paul,R,185.0,23.2,3,64,151.0,1.0,5.0,102.0,64.0,48.0,21.0,17.0,2.0,4.0,6.0,6.0,111.0,52.0,34.0,34.0,17.0,6.0,10.0,72.0,739.0,57.0,894.0,2020,2,False
5745,64,105815,0,Tennys Sandgren,R,188.0,29.0,132283,0,Lorenzo Sonego,R,191.0,25.2,3,64,104.0,7.0,3.0,74.0,49.0,39.0,13.0,11.0,1.0,1.0,7.0,3.0,68.0,46.0,33.0,12.0,10.0,0.0,1.0,55.0,923.0,46.0,1030.0,2020,2,False
5746,64,200000,15,Felix Auger Aliassime,R,193.0,20.0,105932,0,Nikoloz Basilashvili,R,185.0,28.5,3,64,76.0,6.0,4.0,57.0,37.0,27.0,10.0,9.0,2.0,4.0,2.0,8.0,54.0,31.0,18.0,7.0,8.0,4.0,9.0,20.0,1771.0,27.0,1395.0,2020,2,True
5747,64,133430,12,Denis Shapovalov,L,185.0,21.3,105227,0,Marin Cilic,R,198.0,31.9,3,64,78.0,9.0,1.0,56.0,31.0,26.0,15.0,9.0,1.0,1.0,2.0,2.0,49.0,32.0,24.0,5.0,9.0,1.0,4.0,17.0,2075.0,37.0,1225.0,2020,2,True
5748,64,105526,0,Jan Lennard Struff,R,193.0,30.3,200282,0,Alex De Minaur,R,183.0,21.5,3,64,81.0,4.0,6.0,59.0,32.0,25.0,15.0,9.0,2.0,2.0,7.0,4.0,57.0,31.0,25.0,8.0,9.0,4.0,7.0,34.0,1315.0,26.0,1485.0,2020,2,False
5749,64,106432,0,Borna Coric,R,188.0,23.7,105332,0,Benoit Paire,R,196.0,31.2,3,64,35.0,1.0,1.0,19.0,12.0,8.0,6.0,3.0,0.0,0.0,0.0,5.0,27.0,9.0,4.0,4.0,4.0,2.0,6.0,33.0,1320.0,22.0,1738.0,2020,2,False
5750,64,106218,0,Marcos Giron,R,180.0,27.0,111456,0,Mackenzie Mcdonald,R,178.0,25.3,3,64,104.0,2.0,0.0,65.0,39.0,32.0,13.0,12.0,2.0,4.0,6.0,2.0,73.0,41.0,29.0,14.0,12.0,3.0,6.0,101.0,577.0,269.0,172.0,2020,2,True
5751,64,126203,0,Taylor Fritz,R,193.0,22.8,144750,0,Lloyd Harris,R,193.0,23.4,3,64,52.0,9.0,1.0,39.0,22.0,22.0,10.0,8.0,0.0,0.0,1.0,1.0,42.0,26.0,14.0,8.0,8.0,1.0,5.0,24.0,1510.0,97.0,616.0,2020,2,True
5752,64,105379,0,Aljaz Bedene,R,181.0,31.1,106426,13,Cristian Garin,R,185.0,24.2,3,64,170.0,17.0,13.0,106.0,63.0,51.0,13.0,14.0,8.0,12.0,8.0,14.0,124.0,64.0,41.0,22.0,14.0,9.0,17.0,61.0,850.0,18.0,1900.0,2020,2,False
5753,64,111575,11,Karen Khachanov,R,198.0,24.2,122330,0,Alexander Bublik,R,196.0,23.1,3,64,84.0,7.0,0.0,60.0,33.0,26.0,16.0,10.0,0.0,0.0,6.0,1.0,66.0,38.0,30.0,10.0,10.0,1.0,3.0,16.0,2120.0,51.0,965.0,2020,2,True
5754,64,105807,0,Pablo Carreno Busta,R,188.0,29.1,105583,0,Dusan Lajovic,R,180.0,30.1,3,64,88.0,5.0,6.0,73.0,45.0,32.0,15.0,10.0,6.0,7.0,2.0,2.0,52.0,30.0,20.0,8.0,9.0,2.0,6.0,25.0,1500.0,23.0,1695.0,2020,2,False
5755,64,104755,0,Richard Gasquet,R,185.0,34.1,200670,0,J J Wolf,R,183.0,21.6,3,64,83.0,8.0,2.0,56.0,31.0,24.0,16.0,10.0,3.0,5.0,7.0,6.0,58.0,27.0,21.0,12.0,10.0,1.0,5.0,50.0,985.0,143.0,383.0,2020,2,True
5756,64,200325,0,Emil Ruusuvuori,R,188.0,21.3,200624,0,Sebastian Korda,R,196.0,20.1,3,64,127.0,9.0,4.0,95.0,62.0,46.0,19.0,17.0,4.0,8.0,15.0,3.0,97.0,69.0,51.0,11.0,17.0,2.0,6.0,100.0,584.0,225.0,220.0,2020,2,True
5757,64,124187,0,Reilly Opelka,R,211.0,22.9,111815,0,Cameron Norrie,L,188.0,25.0,3,64,80.0,18.0,3.0,64.0,41.0,30.0,15.0,10.0,2.0,2.0,3.0,2.0,49.0,31.0,22.0,12.0,9.0,2.0,4.0,39.0,1177.0,77.0,712.0,2020,2,True
5758,64,106043,9,Diego Schwartzman,R,170.0,28.0,134770,0,Casper Ruud,R,183.0,21.6,3,64,115.0,3.0,2.0,73.0,38.0,32.0,18.0,11.0,0.0,1.0,4.0,1.0,68.0,36.0,26.0,15.0,10.0,2.0,4.0,13.0,2265.0,36.0,1279.0,2020,2,True
5759,64,104545,16,John Isner,R,206.0,35.3,128034,0,Hubert Hurkacz,R,196.0,23.5,3,64,99.0,10.0,1.0,57.0,32.0,26.0,20.0,11.0,2.0,2.0,5.0,2.0,75.0,44.0,31.0,15.0,11.0,4.0,6.0,21.0,1760.0,29.0,1353.0,2020,2,True
5760,64,105357,0,John Millman,R,183.0,31.1,105173,0,Adrian Mannarino,L,183.0,32.1,3,64,166.0,6.0,5.0,109.0,60.0,40.0,28.0,16.0,11.0,15.0,5.0,5.0,106.0,54.0,38.0,27.0,16.0,7.0,11.0,43.0,1071.0,38.0,1191.0,2020,2,False
5761,64,104731,0,Kevin Anderson,R,203.0,34.2,106378,0,Kyle Edmund,R,188.0,25.6,3,64,178.0,20.0,7.0,105.0,62.0,50.0,19.0,16.0,7.0,10.0,8.0,7.0,98.0,52.0,38.0,24.0,15.0,5.0,8.0,124.0,445.0,44.0,1050.0,2020,2,False
5762,64,104918,0,Andy Murray,R,190.0,33.2,126207,0,Frances Tiafoe,R,188.0,22.5,3,64,148.0,8.0,1.0,86.0,46.0,36.0,26.0,14.0,1.0,2.0,4.0,2.0,88.0,60.0,43.0,16.0,14.0,3.0,5.0,134.0,412.0,81.0,700.0,2020,2,False
5763,64,105683,0,Milos Raonic,R,196.0,29.6,105023,0,Sam Querrey,R,198.0,32.8,3,64,75.0,19.0,8.0,62.0,38.0,33.0,12.0,10.0,3.0,3.0,5.0,1.0,47.0,25.0,21.0,14.0,10.0,0.0,2.0,30.0,1350.0,45.0,1045.0,2020,2,True
5764,64,105554,0,Daniel Evans,R,175.0,30.2,126094,10,Andrey Rublev,R,188.0,22.8,3,64,152.0,2.0,7.0,86.0,42.0,27.0,22.0,14.0,5.0,9.0,6.0,3.0,100.0,59.0,43.0,14.0,15.0,12.0,18.0,28.0,1359.0,14.0,2234.0,2020,2,False
5765,64,105777,14,Grigor Dimitrov,R,188.0,29.2,200005,0,Ugo Humbert,L,188.0,22.1,3,64,84.0,3.0,3.0,55.0,31.0,22.0,16.0,10.0,1.0,2.0,3.0,2.0,53.0,30.0,19.0,13.0,9.0,3.0,6.0,19.0,1850.0,42.0,1111.0,2020,2,True
5766,64,105916,0,Marton Fucsovics,R,188.0,28.5,105613,0,Norbert Gombos,R,193.0,30.0,3,64,97.0,3.0,1.0,69.0,35.0,21.0,24.0,10.0,3.0,4.0,1.0,3.0,57.0,33.0,21.0,12.0,9.0,1.0,4.0,84.0,692.0,109.0,522.0,2020,2,True
5767,64,105936,0,Filip Krajinovic,R,185.0,28.4,106099,0,Salvatore Caruso,R,185.0,27.6,3,64,135.0,10.0,1.0,95.0,58.0,39.0,15.0,11.0,13.0,16.0,4.0,9.0,90.0,45.0,29.0,19.0,11.0,10.0,15.0,32.0,1343.0,99.0,597.0,2020,2,True
5768,128,104925,1,Novak Djokovic,R,188.0,33.2,106000,0,Damir Dzumhur,R,172.0,28.2,5,128,118.0,5.0,5.0,82.0,49.0,36.0,18.0,12.0,6.0,7.0,2.0,8.0,95.0,53.0,29.0,15.0,12.0,12.0,19.0,1.0,10860.0,109.0,524.0,2020,2,True
5769,128,106378,0,Kyle Edmund,R,188.0,25.6,122330,0,Alexander Bublik,R,196.0,23.2,5,128,167.0,2.0,4.0,109.0,70.0,53.0,22.0,19.0,4.0,7.0,18.0,10.0,124.0,72.0,56.0,18.0,19.0,10.0,16.0,44.0,1050.0,54.0,965.0,2020,2,True
5770,128,111581,0,Michael Mmoh,R,188.0,22.6,105311,0,Joao Sousa,R,185.0,31.4,5,128,154.0,8.0,4.0,116.0,79.0,58.0,19.0,18.0,7.0,10.0,7.0,2.0,94.0,56.0,32.0,25.0,17.0,4.0,10.0,186.0,281.0,68.0,776.0,2020,2,False
5771,128,105526,28,Jan Lennard Struff,R,193.0,30.3,124079,0,Pedro Martinez,R,185.0,23.3,5,128,131.0,13.0,2.0,85.0,41.0,36.0,20.0,14.0,4.0,7.0,3.0,6.0,110.0,66.0,37.0,14.0,14.0,10.0,18.0,29.0,1405.0,106.0,546.0,2020,2,True
5772,128,105807,20,Pablo Carreno Busta,R,188.0,29.1,106034,0,Yasutaka Uchiyama,R,183.0,28.0,5,128,201.0,5.0,5.0,149.0,96.0,69.0,26.0,22.0,9.0,12.0,14.0,5.0,148.0,101.0,79.0,15.0,22.0,12.0,16.0,27.0,1500.0,86.0,685.0,2020,2,True
5773,128,106283,0,Mitchell Krueger,R,188.0,26.6,105155,0,Pedro Sousa,R,180.0,32.2,5,128,157.0,11.0,2.0,121.0,77.0,54.0,25.0,19.0,5.0,8.0,10.0,3.0,115.0,71.0,52.0,16.0,19.0,5.0,11.0,198.0,264.0,110.0,522.0,2020,2,False
5774,128,105575,0,Ricardas Berankis,R,175.0,30.1,105943,0,Federico Gaio,R,180.0,28.4,5,128,186.0,6.0,3.0,119.0,68.0,49.0,31.0,21.0,3.0,7.0,9.0,6.0,135.0,60.0,44.0,38.0,22.0,8.0,13.0,65.0,809.0,132.0,423.0,2020,2,True
5775,128,105449,0,Steve Johnson,R,188.0,30.6,104545,16,John Isner,R,206.0,35.3,5,128,230.0,22.0,4.0,185.0,113.0,96.0,40.0,29.0,5.0,5.0,52.0,4.0,171.0,134.0,99.0,23.0,28.0,9.0,11.0,64.0,825.0,22.0,1805.0,2020,2,False
5776,128,133430,12,Denis Shapovalov,L,185.0,21.3,200624,0,Sebastian Korda,R,196.0,20.1,5,128,167.0,13.0,4.0,100.0,64.0,53.0,21.0,19.0,1.0,2.0,1.0,3.0,139.0,100.0,58.0,23.0,18.0,10.0,14.0,17.0,2075.0,205.0,252.0,2020,2,True
5777,128,126952,0,Soon Woo Kwon,R,180.0,22.7,111515,0,Thai Son Kwiatkowski,R,188.0,25.5,5,128,170.0,3.0,1.0,106.0,69.0,54.0,21.0,17.0,5.0,7.0,11.0,4.0,121.0,70.0,45.0,25.0,20.0,2.0,8.0,73.0,742.0,187.0,281.0,2020,2,True
5778,128,104468,0,Gilles Simon,R,183.0,35.6,105633,0,Mohamed Safwat,R,183.0,29.9,5,128,131.0,10.0,2.0,92.0,53.0,41.0,20.0,14.0,4.0,5.0,2.0,3.0,88.0,52.0,29.0,19.0,13.0,5.0,10.0,52.0,970.0,135.0,407.0,2020,2,True
5779,128,126203,19,Taylor Fritz,R,193.0,22.8,136440,0,Dominik Koepfer,L,180.0,26.3,5,128,165.0,15.0,4.0,118.0,63.0,52.0,31.0,20.0,6.0,8.0,5.0,10.0,126.0,71.0,47.0,27.0,20.0,7.0,14.0,25.0,1545.0,91.0,652.0,2020,2,True
5780,128,105936,26,Filip Krajinovic,R,185.0,28.5,144707,0,Mikael Ymer,R,183.0,21.9,5,128,136.0,4.0,1.0,98.0,66.0,51.0,17.0,16.0,4.0,6.0,9.0,4.0,78.0,39.0,28.0,17.0,14.0,1.0,6.0,26.0,1503.0,71.0,759.0,2020,2,True
5781,128,106218,0,Marcos Giron,R,180.0,27.1,117360,0,Marc Polmans,R,188.0,23.3,5,128,225.0,11.0,2.0,157.0,111.0,76.0,21.0,25.0,7.0,13.0,4.0,12.0,161.0,107.0,66.0,26.0,25.0,11.0,19.0,96.0,639.0,121.0,462.0,2020,2,True
5782,128,144750,0,Lloyd Harris,R,193.0,23.5,106065,0,Marco Cecchinato,R,185.0,27.9,5,128,114.0,12.0,4.0,88.0,57.0,46.0,14.0,15.0,8.0,10.0,3.0,8.0,95.0,59.0,36.0,17.0,15.0,3.0,9.0,95.0,641.0,108.0,526.0,2020,2,True
5783,128,105676,7,David Goffin,R,180.0,29.7,124187,0,Reilly Opelka,R,211.0,23.0,5,128,147.0,3.0,7.0,117.0,65.0,53.0,30.0,19.0,6.0,8.0,18.0,4.0,125.0,77.0,59.0,19.0,20.0,3.0,7.0,10.0,2555.0,35.0,1312.0,2020,2,True
5784,128,126774,4,Stefanos Tsitsipas,R,193.0,22.0,105077,0,Albert Ramos,L,188.0,32.6,5,128,98.0,13.0,5.0,64.0,39.0,35.0,11.0,11.0,0.0,0.0,0.0,7.0,77.0,37.0,20.0,16.0,11.0,7.0,14.0,6.0,5095.0,41.0,1130.0,2020,2,True
5785,128,202195,0,Maxime Cressy,R,198.0,23.3,106075,0,Jozef Kovalik,R,183.0,27.8,5,128,138.0,23.0,15.0,102.0,50.0,42.0,29.0,18.0,3.0,6.0,4.0,3.0,92.0,65.0,46.0,13.0,17.0,1.0,6.0,168.0,320.0,123.0,452.0,2020,2,False
5786,128,106228,0,Juan Ignacio Londero,R,180.0,27.0,105539,0,Evgeny Donskoy,R,185.0,30.3,5,128,113.0,4.0,1.0,83.0,51.0,33.0,22.0,15.0,0.0,3.0,6.0,6.0,86.0,49.0,35.0,10.0,15.0,4.0,11.0,62.0,832.0,114.0,505.0,2020,2,True
5787,128,106432,27,Borna Coric,R,188.0,23.7,104665,0,Pablo Andujar,R,180.0,34.6,5,128,141.0,12.0,2.0,99.0,61.0,46.0,21.0,14.0,8.0,9.0,0.0,3.0,82.0,54.0,34.0,10.0,14.0,2.0,8.0,32.0,1355.0,56.0,942.0,2020,2,True
5788,128,106078,0,Egor Gerasimov,R,196.0,27.8,105583,18,Dusan Lajovic,R,180.0,30.1,5,128,146.0,11.0,4.0,111.0,68.0,54.0,21.0,19.0,3.0,5.0,7.0,2.0,112.0,77.0,49.0,20.0,18.0,10.0,15.0,72.0,744.0,24.0,1695.0,2020,2,False
5789,128,111442,0,Jordan Thompson,R,183.0,26.3,105882,0,Stefano Travaglia,R,185.0,28.6,5,128,161.0,6.0,1.0,99.0,65.0,50.0,21.0,19.0,2.0,5.0,6.0,5.0,121.0,73.0,56.0,18.0,18.0,16.0,22.0,63.0,829.0,87.0,684.0,2020,2,True
5790,128,105062,0,Mikhail Kukushkin,R,183.0,32.6,105226,0,Attila Balazs,R,180.0,31.9,5,128,136.0,3.0,1.0,92.0,51.0,38.0,26.0,16.0,5.0,7.0,4.0,9.0,89.0,47.0,36.0,18.0,16.0,1.0,6.0,90.0,661.0,78.0,715.0,2020,2,False
5791,128,106426,13,Cristian Garin,R,185.0,24.2,200265,0,Ulises Blanch,R,188.0,22.4,5,128,192.0,15.0,7.0,140.0,94.0,74.0,23.0,25.0,6.0,9.0,13.0,5.0,159.0,87.0,61.0,39.0,25.0,11.0,16.0,19.0,1900.0,244.0,207.0,2020,2,True
5792,128,111815,0,Cameron Norrie,L,188.0,25.0,106043,9,Diego Schwartzman,R,170.0,28.0,5,128,239.0,11.0,5.0,171.0,107.0,66.0,30.0,23.0,19.0,27.0,1.0,8.0,175.0,119.0,63.0,26.0,23.0,20.0,31.0,76.0,727.0,13.0,2265.0,2020,2,False
5793,128,105948,0,Federico Coria,R,180.0,28.4,105359,0,Jason Jung,R,178.0,31.2,5,128,160.0,12.0,2.0,115.0,79.0,57.0,16.0,19.0,5.0,10.0,4.0,3.0,109.0,75.0,47.0,16.0,18.0,8.0,14.0,103.0,569.0,122.0,462.0,2020,2,True
5794,128,200221,0,Alejandro Davidovich Fokina,R,183.0,21.2,110602,0,Dennis Novak,R,183.0,27.0,5,128,173.0,2.0,4.0,136.0,87.0,51.0,26.0,20.0,9.0,15.0,7.0,5.0,133.0,89.0,54.0,19.0,21.0,7.0,15.0,99.0,627.0,85.0,695.0,2020,2,False
5795,128,128034,24,Hubert Hurkacz,R,196.0,23.5,105376,0,Peter Gojowczyk,R,185.0,31.1,5,128,110.0,14.0,2.0,90.0,54.0,39.0,22.0,15.0,3.0,5.0,3.0,10.0,91.0,47.0,33.0,19.0,14.0,6.0,11.0,33.0,1353.0,127.0,444.0,2020,2,True
5796,128,105173,32,Adrian Mannarino,L,183.0,32.1,132283,0,Lorenzo Sonego,R,191.0,25.3,5,128,161.0,1.0,2.0,99.0,66.0,43.0,18.0,17.0,4.0,8.0,9.0,2.0,99.0,66.0,44.0,11.0,17.0,7.0,14.0,39.0,1191.0,46.0,1030.0,2020,2,True
5797,128,106058,0,Jack Sock,R,185.0,27.9,104655,0,Pablo Cuevas,R,180.0,34.6,5,128,195.0,10.0,10.0,144.0,84.0,66.0,34.0,25.0,4.0,7.0,12.0,5.0,150.0,101.0,76.0,24.0,25.0,2.0,6.0,389.0,95.0,61.0,857.0,2020,2,False
5798,128,206909,0,Brandon Nakashima,R,185.0,19.0,103893,0,Paolo Lorenzi,R,183.0,38.7,5,128,132.0,9.0,2.0,87.0,58.0,50.0,18.0,16.0,2.0,2.0,6.0,3.0,84.0,46.0,36.0,16.0,14.0,1.0,4.0,223.0,229.0,125.0,447.0,2020,2,False
5799,128,100644,5,Alexander Zverev,R,198.0,23.3,104731,0,Kevin Anderson,R,203.0,34.2,5,128,187.0,18.0,6.0,135.0,91.0,78.0,20.0,23.0,3.0,5.0,20.0,7.0,131.0,77.0,62.0,27.0,23.0,1.0,4.0,7.0,3630.0,117.0,490.0,2020,2,True
5800,128,126610,6,Matteo Berrettini,R,196.0,24.3,104424,0,Go Soeda,R,178.0,35.9,5,128,121.0,18.0,0.0,78.0,50.0,47.0,19.0,15.0,4.0,4.0,0.0,3.0,88.0,53.0,32.0,23.0,15.0,2.0,5.0,8.0,2940.0,119.0,480.0,2020,2,True
5801,128,200005,0,Ugo Humbert,L,188.0,22.1,105216,0,Yuichi Sugita,R,173.0,31.9,5,128,112.0,12.0,3.0,70.0,48.0,38.0,15.0,14.0,0.0,1.0,4.0,4.0,98.0,53.0,37.0,21.0,14.0,12.0,17.0,42.0,1111.0,88.0,682.0,2020,2,True
5802,128,200325,0,Emil Ruusuvuori,R,188.0,21.4,105379,0,Aljaz Bedene,R,181.0,31.1,5,128,189.0,8.0,9.0,124.0,75.0,53.0,29.0,21.0,2.0,5.0,13.0,15.0,145.0,72.0,53.0,31.0,21.0,13.0,20.0,92.0,648.0,53.0,965.0,2020,2,False
5803,128,134770,30,Casper Ruud,R,183.0,21.6,111456,0,Mackenzie Mcdonald,R,178.0,25.3,5,128,222.0,11.0,3.0,147.0,99.0,67.0,26.0,24.0,5.0,9.0,9.0,5.0,169.0,98.0,63.0,37.0,23.0,18.0,24.0,37.0,1279.0,243.0,207.0,2020,2,True
5804,128,124014,0,Ernesto Escobedo,R,185.0,24.1,111794,0,Kamil Majchrzak,R,183.0,24.6,5,128,119.0,14.0,6.0,95.0,54.0,44.0,22.0,16.0,5.0,6.0,9.0,7.0,97.0,44.0,35.0,22.0,14.0,4.0,8.0,185.0,284.0,107.0,532.0,2020,2,False
5805,128,106099,0,Salvatore Caruso,R,185.0,27.7,105902,0,James Duckworth,R,183.0,28.6,5,128,200.0,8.0,11.0,145.0,86.0,61.0,35.0,21.0,10.0,12.0,4.0,2.0,134.0,74.0,48.0,34.0,21.0,11.0,16.0,100.0,623.0,84.0,697.0,2020,2,False
